Record_ID,Timestamp,Container_ID,Shipment_ID,Product_Name,Origin_City,Destination_City,Temperature_C,Humidity_percentage,Vibration_Level,Travel_Distance_KM,Remaining_Distance_KM,Transit_Time_Hours,Shelf_Life_Remaining_Hours,Spoilage_Risk_percentage,Quality_Score,Product_Weight_KG,Market_Price_per_KG,Estimated_Revenue,Estimated_Loss,Arbitrage_Profit,Recommended_Action,Alert_Level
9100,26:00.7,CONT-10099,SHIP-14099,Mango,Nagpur,Jaipur,17.95,70.41,1.58,1824,993.66,31.45,38,60.93,39.07,4489,46,206494,125821.59,80672.41,Immediate Delivery,Yellow
845,18:00.7,CONT-1844,SHIP-5844,Tomato,Chennai,Lucknow,15.71,50.86,4.01,950,335.36,14.71,156,38.59,61.41,1724,132,227568,87814.19,139753.81,Continue,Green
22154,51:00.7,CONT-23153,SHIP-27153,Banana,Pune,Delhi,14.69,78.82,5.08,2350,2100.04,51.66,108,69.9,30.1,3401,52,176852,123616.28,53235.72,Immediate Delivery,Yellow
24929,44:00.7,CONT-25928,SHIP-29928,Potato,Chennai,Kolkata,13.28,80.58,5,1611,1268,27.31,128,53.17,46.83,633,71,44943,23895.39,21047.61,Immediate Delivery,Yellow
21795,50:00.7,CONT-22794,SHIP-26794,Grapes,Pune,Ahmedabad,12.74,64.79,2.98,1936,530.48,30.54,81,47.73,52.27,4351,150,652650,311481.06,341168.94,Immediate Delivery,Yellow
29347,03:00.7,CONT-30346,SHIP-34346,Avocado,Bengaluru,Mumbai,13.37,62.53,3.88,773,359.44,13.39,175,37.8,62.2,2481,162,401922,151921.15,250000.85,Continue,Green
28167,47:00.7,CONT-29166,SHIP-33166,Potato,Nagpur,Jaipur,20.34,65.79,4.53,2297,2000.67,42.61,216,70.57,29.43,2423,129,312567,220568.46,91998.54,Reroute,Red
18824,05:00.7,CONT-19823,SHIP-23823,Orange,Hyderabad,Mumbai,9.41,47.07,5.42,2489,1114.95,47.65,209,44.24,55.76,2540,47,119380,52816.45,66563.55,Immediate Delivery,Yellow
22587,13:00.7,CONT-23586,SHIP-27586,Banana,Bengaluru,Ahmedabad,26.13,50.43,2.76,1472,1103.41,31.12,183,69.1,30.9,3028,,190764,131820.43,58943.57,Immediate Delivery,Yellow
14481,46:00.7,CONT-15480,SHIP-19480,Grapes,Chennai,Kolkata,13.56,74.09,5.29,2336,1858.66,36.71,155,56.78,43.22,3162,153,483786,274693.2,209092.8,Immediate Delivery,Yellow
3398,47:00.7,CONT-4397,SHIP-8397,Tomato,Bengaluru,Delhi,17.96,53.52,4.49,1241,132.45,20.64,110,47.71,52.29,4974,60,298440,142370.86,156069.14,Immediate Delivery,Yellow
13869,43:00.7,CONT-14868,SHIP-18868,Banana,Nagpur,Delhi,19.87,51.95,3.91,253,226.68,4.19,205,41.04,58.96,3991,70,279370,114658.06,164711.94,Immediate Delivery,Yellow
1399,23:00.7,CONT-2398,SHIP-6398,Orange,Chennai,Delhi,18.84,75.43,3.41,955,189.03,13.89,199,54.19,45.81,3817,151,576367,312319.76,264047.24,Immediate Delivery,Yellow
8325,45:00.7,CONT-9324,SHIP-13324,Avocado,Hyderabad,Jaipur,11.21,66.28,4.55,1552,1362.13,33.76,35,47.19,52.81,966,56,54096,25526.12,28569.88,Immediate Delivery,Yellow
4218,27:00.7,CONT-5217,SHIP-9217,Banana,Nashik,Lucknow,19.87,68.22,4.08,1818,622.88,26.16,43,60.72,39.28,3165,69,218385,132598.09,85786.91,Immediate Delivery,Yellow
28553,22:00.7,CONT-29552,SHIP-33552,Banana,Chennai,Lucknow,21.01,57.62,3.27,1719,195.18,33.72,40,63.3,36.7,4642,125,580250,367281.89,212968.11,Immediate Delivery,Yellow
13070,27:00.7,CONT-14069,SHIP-18069,Avocado,Chennai,Ahmedabad,17.95,76.81,3.96,1005,434.24,17.83,142,55.33,44.67,4310,74,318940,176459.6,142480.4,Immediate Delivery,Yellow
16695,17:00.7,CONT-17694,SHIP-21694,Orange,Nashik,Lucknow,16.61,51.18,4.63,2215,1064.68,42.05,235,56.92,43.08,1711,77,131747,74986.64,56760.36,Immediate Delivery,Yellow
23485,56:00.7,CONT-24484,SHIP-28484,Avocado,Nagpur,Jaipur,17.44,73.34,3.49,2058,1237.9,35.5,113,63.52,36.48,1848,59,109032,69253.77,39778.23,Immediate Delivery,Yellow
26079,06:00.7,CONT-27078,SHIP-31078,Avocado,Nagpur,Delhi,20.65,88.44,5.38,2344,1449.28,33.9,179,75.02,24.98,1517,70,106190,79660.75,26529.25,Reroute,Red
27414,49:00.7,CONT-28413,SHIP-32413,Apple,Hyderabad,Mumbai,19.12,71.74,4.41,2161,614.79,43.45,171,71.01,28.99,3883,82,318406,226100.73,92305.27,Reroute,Red
20349,31:00.7,CONT-21348,SHIP-25348,Apple,Pune,Ahmedabad,26.82,60.06,4.78,2228,551.64,45.44,138,82.93,17.07,4921,117,575757,477486.69,98270.31,Reroute,Red
15309,40:00.7,CONT-16308,SHIP-20308,Banana,Bengaluru,Jaipur,14.34,59.46,5.46,780,454.1,13.01,148,38.26,61.74,2216,73,161768,61892.28,99875.72,Continue,Green
29843,04:00.7,CONT-30842,SHIP-34842,Apple,Chennai,Delhi,18.24,52.47,4.05,1190,924.81,24.32,209,50.07,49.93,1730,164,283720,142063.94,141656.06,Immediate Delivery,Yellow
796,12:00.7,CONT-1795,SHIP-5795,Apple,Bengaluru,Ahmedabad,13.98,57.9,3.75,999,708.12,18.16,54,40.01,59.99,1093,137,149741,59905.69,89835.31,Immediate Delivery,Yellow
14574,24:00.7,CONT-15573,SHIP-19573,Grapes,Nashik,Delhi,18.63,62.03,5.38,2483,1100.51,38.01,92,62.88,37.12,525,,87675,55130.19,32544.81,Immediate Delivery,Yellow
22768,31:00.7,CONT-23767,SHIP-27767,Mango,Nashik,Delhi,15.77,56.11,1.67,2260,1324.52,33.49,182,52.08,47.92,1085,176,190960,99456.54,91503.46,Immediate Delivery,Yellow
10286,31:00.7,CONT-11285,SHIP-15285,Potato,Nashik,Delhi,23.96,52.49,5.3,2449,1595.13,51.99,131,78.12,21.88,3032,131,397192,310277.93,86914.07,Reroute,Red
8086,15:00.7,CONT-9085,SHIP-13085,Grapes,Hyderabad,Delhi,13.73,58.5,2.28,2184,1531.67,39.67,81,52.67,47.33,2376,86,204336,107614.87,96721.13,Immediate Delivery,Yellow
21475,03:00.7,CONT-22474,SHIP-26474,Banana,Nashik,Lucknow,25.35,,6.76,208,157.29,3.27,73,59.66,40.34,4808,131,629848,375774.2,254073.8,Immediate Delivery,Yellow
29755,37:00.7,CONT-30754,SHIP-34754,Apple,Chennai,Mumbai,27.61,,4.44,1798,145.98,31.42,61,84.85,15.15,3569,139,496091,420936.51,75154.49,Reroute,Red
8697,26:00.7,CONT-9696,SHIP-13696,Orange,Nashik,Lucknow,,54.61,4.8,1950,477.71,35.64,172,56.42,43.58,2596,127,329692,186013.03,143678.97,Immediate Delivery,Yellow
17032,58:00.7,CONT-18031,SHIP-22031,Tomato,Nashik,Lucknow,27.61,66.44,4.18,2266,272.25,38.04,224,82.62,17.38,3755,138,518190,428139.04,90050.96,Reroute,Red
14736,05:00.7,CONT-15735,SHIP-19735,Banana,Chennai,Delhi,17.1,81.68,2.88,1934,784.05,29.73,110,62.71,37.29,4323,116,501468,314453.97,187014.03,Immediate Delivery,Yellow
23524,14:00.7,CONT-24523,SHIP-28523,Banana,Nagpur,Delhi,20.11,63.34,2.68,2100,1873.84,37.85,221,66.26,33.74,3984,78,310752,205889.1,104862.9,Immediate Delivery,Yellow
28328,20:00.7,CONT-29327,SHIP-33327,Mango,Hyderabad,Ahmedabad,21.37,53.39,2.69,1571,641.95,23.42,74,56.16,43.84,3491,134,467794,262696.73,205097.27,Immediate Delivery,Yellow
22126,34:00.7,CONT-23125,SHIP-27125,Tomato,Pune,Ahmedabad,13.23,,,1664,946.18,36.58,179,49.51,50.49,4034,142,572828,283625.79,289202.21,Immediate Delivery,Yellow
18306,07:00.7,CONT-19305,SHIP-23305,Orange,Nashik,Jaipur,14.85,68.06,3.84,248,156.91,4.13,78,37.4,62.6,3810,42,160020,59854.36,100165.64,Continue,Green
15704,11:00.7,CONT-16703,SHIP-20703,Apple,Pune,Delhi,19.76,63.71,4.54,2221,670.55,33.98,106,63.39,36.61,2269,122,276818,175475.72,101342.28,Immediate Delivery,Yellow
9202,14:00.7,CONT-10201,SHIP-14201,Potato,Nagpur,Lucknow,21.1,59.98,3.67,2107,627.53,33.23,208,64.13,35.87,3957,162,641034,411111.15,229922.85,Immediate Delivery,Yellow
29799,37:00.7,CONT-30798,SHIP-34798,Potato,Pune,Ahmedabad,25.44,42.33,5.45,498,298.25,8.28,217,50.79,49.21,4514,121,546194,277389.83,268804.17,Immediate Delivery,Yellow
23440,13:00.7,CONT-24439,SHIP-28439,Orange,Hyderabad,Jaipur,22.41,66.51,1.45,1204,784.21,18.45,102,60.49,39.51,1763,56,98728,59717.6,39010.4,Immediate Delivery,Yellow
12182,03:00.7,CONT-13181,SHIP-17181,Orange,Nagpur,Lucknow,22.8,,3.93,386,58.67,8.07,122,54.36,45.64,3083,77,237391,129039.88,108351.12,Immediate Delivery,Yellow
16582,54:00.7,CONT-17581,SHIP-21581,Orange,Nagpur,Jaipur,16.43,62.3,2.24,1483,1325.33,24.91,64,50.73,49.27,4964,71,352444,178810.72,173633.28,Immediate Delivery,Yellow
17870,54:00.7,CONT-18869,SHIP-22869,Mango,Bengaluru,Mumbai,22.46,65.45,1,1575,1042.2,27.26,220,65.45,34.55,2199,98,215502,141038.19,74463.81,Immediate Delivery,Yellow
7901,58:00.7,CONT-8900,SHIP-12900,Banana,Pune,Kolkata,19.66,57.51,3.86,1300,552.78,25.34,103,55.53,44.47,3505,92,322460,179059.24,143400.76,Immediate Delivery,Yellow
18169,36:00.7,CONT-19168,SHIP-23168,Mango,Nashik,Delhi,20.19,69.87,3.18,2087,1819.72,32.32,225,65.73,34.27,611,,54379,35740.88,18638.12,Immediate Delivery,Yellow
21600,37:00.7,CONT-22599,SHIP-26599,Potato,Nagpur,Lucknow,17.61,73.44,5.61,785,340.6,11.45,216,49.46,50.54,2669,48,128112,63368.6,64743.4,Immediate Delivery,Yellow
6877,26:00.7,CONT-7876,SHIP-11876,Grapes,Hyderabad,Jaipur,17.81,60.54,4.11,578,211.65,9.11,200,43.3,56.7,995,178,177110,76684.09,100425.91,Immediate Delivery,Yellow
4336,56:00.7,CONT-5335,SHIP-9335,Tomato,Bengaluru,Kolkata,11.82,62.89,4.65,789,221.06,14.22,107,35.33,64.67,613,121,74173,26205.6,47967.4,Continue,Green
9805,26:00.7,CONT-10804,SHIP-14804,Potato,Chennai,Ahmedabad,18.41,50.86,,2136,1703.69,44.9,214,62.11,37.89,4120,142,585040,363350.69,221689.31,Immediate Delivery,Yellow
4551,26:00.7,CONT-5550,SHIP-9550,Mango,Pune,Lucknow,24.2,74.95,4.07,1433,844.22,22.54,137,69.91,30.09,2011,87,174957,122320.44,52636.56,Immediate Delivery,Yellow
25692,11:00.7,CONT-26691,SHIP-30691,Tomato,Hyderabad,Jaipur,13.32,78.44,3.25,962,862.84,17.99,94,46.81,53.19,4226,84,354984,166177.43,188806.57,Immediate Delivery,Yellow
3694,25:00.7,CONT-4693,SHIP-8693,Orange,Nagpur,Mumbai,19.46,57.74,2.97,2076,250.97,44.68,180,66.82,33.18,4417,68,300356,200686.7,99669.3,Immediate Delivery,Yellow
15295,01:00.7,CONT-16294,SHIP-20294,Orange,Chennai,Kolkata,17.02,52.47,5.65,1358,98.22,29.7,143,50.86,49.14,3777,65,245505,124853.4,120651.6,Immediate Delivery,Yellow
9073,28:00.7,CONT-10072,SHIP-14072,Mango,Hyderabad,Lucknow,19.01,82.28,3.25,1965,1431.47,29.66,146,66.73,33.27,3183,117,372411,248519.36,123891.64,Immediate Delivery,Yellow
27830,18:00.7,CONT-28829,SHIP-32829,Avocado,Bengaluru,Mumbai,18.36,47.91,2.92,871,436.69,17.64,153,44.47,55.53,3732,65,242580,107872.51,134707.49,Immediate Delivery,Yellow
13713,12:00.7,CONT-14712,SHIP-18712,Banana,Nashik,Lucknow,25.6,63.49,3.49,898,361.34,17.13,219,64.88,35.12,525,116,60900,39510.08,21389.92,Immediate Delivery,Yellow
26136,51:00.7,CONT-27135,SHIP-31135,Apple,Nashik,Kolkata,19.29,82.39,6.33,2195,1039.2,45.85,211,77.05,22.95,4975,140,696500,536639.56,159860.44,Reroute,Red
14020,06:00.7,CONT-15019,SHIP-19019,Tomato,Chennai,Jaipur,22.85,95,3.27,831,652.26,14.47,234,70.37,29.63,1889,98,185122,130277.71,54844.29,Reroute,Red
11627,10:00.7,CONT-12626,SHIP-16626,Avocado,Bengaluru,Jaipur,16.17,48.6,2.88,1160,205.96,18.91,231,41.13,58.87,2561,73,186953,76891.05,110061.95,Immediate Delivery,Yellow
28341,08:00.7,CONT-29340,SHIP-33340,Apple,Nashik,Kolkata,22.75,62.78,6.41,1255,699.99,19.9,157,60.55,39.45,1049,178,186722,113063.41,73658.59,Immediate Delivery,Yellow
4611,39:00.7,CONT-5610,SHIP-9610,Avocado,Chennai,Mumbai,14.09,79.91,3.2,682,549.46,10.97,76,44.73,55.27,1086,59,64074,28661.69,35412.31,Immediate Delivery,Yellow
11929,38:00.7,CONT-12928,SHIP-16928,Orange,Chennai,Delhi,20.32,77.63,2.76,1157,356.31,24.77,159,64.55,35.45,2578,171,440838,284557.3,156280.7,Immediate Delivery,Yellow
21408,44:00.7,CONT-22407,SHIP-26407,Potato,Nashik,Delhi,13.22,61.44,2.87,1156,444.17,19.74,64,40.85,59.15,3691,139,513049,209576.71,303472.29,Immediate Delivery,Yellow
21969,51:00.7,CONT-22968,SHIP-26968,Potato,Chennai,Delhi,17.65,61.66,3.52,1212,513.66,18.09,52,48.82,51.18,2408,170,409360,199869.31,209490.69,Immediate Delivery,Yellow
27595,53:00.7,CONT-28594,SHIP-32594,Orange,Hyderabad,Delhi,15.62,59.41,3.77,330,180.92,4.86,174,35.91,64.09,2470,47,116090,41684.46,74405.54,Continue,Green
6754,43:00.7,CONT-7753,SHIP-11753,Apple,Bengaluru,Ahmedabad,18.68,77.08,3.09,747,135.23,12.89,106,53.92,46.08,3209,109,349781,188598.18,161182.82,Immediate Delivery,Yellow
8911,45:00.7,CONT-9910,SHIP-13910,Avocado,Hyderabad,Kolkata,11.96,56.77,5.08,2113,982.07,35.8,210,46.1,53.9,746,164,122344,56397.26,65946.74,Immediate Delivery,Yellow
20245,33:00.7,CONT-21244,SHIP-25244,Apple,Chennai,Jaipur,,75.96,4.63,1539,456.76,27.17,70,56.36,43.64,1352,161,217672,122682.43,94989.57,Immediate Delivery,Yellow
12734,21:00.7,CONT-13733,SHIP-17733,Apple,Nagpur,Mumbai,20.19,74.28,5.12,2269,1669.25,37.68,119,70.7,29.3,1466,71,104086,73586.21,30499.79,Reroute,Red
4202,33:00.7,CONT-5201,SHIP-9201,Potato,Nagpur,Jaipur,18.22,64.09,1,609,131.26,8.94,202,45.44,54.56,2926,148,433048,196766.29,236281.71,Immediate Delivery,Yellow
4192,26:00.7,CONT-5191,SHIP-9191,Avocado,Nashik,Mumbai,20.09,81.56,2.74,1175,120.95,20.48,99,63.09,36.91,2142,47,100674,63519.61,37154.39,Immediate Delivery,Yellow
22666,44:00.7,CONT-23665,SHIP-27665,Orange,Hyderabad,Jaipur,23.22,71.94,3.66,1417,158.4,20.83,209,65.73,34.27,1275,50,63750,41900.48,21849.52,Immediate Delivery,Yellow
6761,48:00.7,CONT-7760,SHIP-11760,Orange,Pune,Mumbai,19.86,42.93,5.03,696,214.97,10.3,177,41.08,58.92,4975,87,432825,177825.73,254999.27,Immediate Delivery,Yellow
28491,31:00.7,CONT-29490,SHIP-33490,Apple,Chennai,Lucknow,15.81,54.14,4.9,2436,1676.17,46.4,158,59.11,40.89,3078,43,132354,78238.4,54115.6,Immediate Delivery,Yellow
25747,07:00.7,CONT-26746,SHIP-30746,Mango,Nagpur,Lucknow,48,95,2.31,931,161.14,17.38,98,64.22,35.78,4960,51,252960,162456.38,90503.62,Immediate Delivery,Yellow
29720,14:00.7,CONT-30719,SHIP-34719,Avocado,Chennai,Delhi,,56.26,5.66,2141,1277.31,40.21,89,55.99,44.01,2257,58,130906,73291.9,57614.1,Immediate Delivery,Yellow
8979,21:00.7,CONT-9978,SHIP-13978,Orange,Bengaluru,Ahmedabad,20.19,67.59,4.98,2299,146.12,42.33,156,70.81,29.19,3697,67,247699,175396.48,72302.52,Reroute,Red
16724,06:00.7,CONT-17723,SHIP-21723,Grapes,Chennai,Ahmedabad,17.15,47.59,3.69,1943,828.15,32.66,26,50.94,49.06,2633,41,107953,54992.42,52960.58,Immediate Delivery,Yellow
3785,08:00.7,CONT-4784,SHIP-8784,Mango,Bengaluru,Jaipur,19.28,70.88,3.86,262,169.44,5.43,78,48.16,51.84,1845,111,204795,98629.16,106165.84,Immediate Delivery,Yellow
26366,57:00.7,CONT-27365,SHIP-31365,Grapes,Nashik,Delhi,16.24,62.99,5.24,2309,183.09,46.07,49,63.32,36.68,1770,152,269040,170345.54,98694.46,Immediate Delivery,Yellow
11356,17:00.7,CONT-12355,SHIP-16355,Banana,Nagpur,Lucknow,19.49,66.38,4.92,1794,1108.71,26.74,216,59.57,40.43,3039,45,136755,81469.36,55285.64,Immediate Delivery,Yellow
16564,31:00.7,CONT-17563,SHIP-21563,Apple,Hyderabad,Jaipur,19.62,62.38,5.97,1092,176.51,15.77,129,51.67,48.33,669,103,68907,35602.65,33304.35,Immediate Delivery,Yellow
14492,09:00.7,CONT-15491,SHIP-19491,Potato,Nashik,Delhi,11.36,53.09,2.09,1963,827.51,38.68,200,45.17,54.83,4639,89,412871,186496.25,226374.75,Immediate Delivery,Yellow
15106,24:00.7,CONT-16105,SHIP-20105,Grapes,Hyderabad,Kolkata,13.82,61.77,5.41,2221,209.7,32.34,178,49.75,50.25,2256,166,374496,186328.75,188167.25,Immediate Delivery,Yellow
26810,40:00.7,CONT-27809,SHIP-31809,Orange,Nashik,Ahmedabad,18.93,71.81,5.15,743,388.44,10.63,157,50.96,49.04,3095,176,544720,277574.68,267145.32,Immediate Delivery,Yellow
26054,27:00.7,CONT-27053,SHIP-31053,Mango,Bengaluru,Delhi,13.84,58.73,4.34,866,384.69,17.27,162,39.53,60.47,4923,153,753219,297739.21,455479.79,Continue,Green
22059,03:00.7,CONT-23058,SHIP-27058,Banana,Nagpur,Kolkata,15.64,77.44,4.24,2076,1370.5,29.67,143,58.05,41.95,4782,51,243882,141577.11,102304.89,Immediate Delivery,Yellow
15371,28:00.7,CONT-16370,SHIP-20370,Apple,Nagpur,Ahmedabad,21.14,68.19,4.75,537,114.82,10.63,170,53.94,46.06,3773,130,490490,264579.29,225910.71,Immediate Delivery,Yellow
22885,38:00.7,CONT-23884,SHIP-27884,Mango,Chennai,Ahmedabad,21.85,58.4,4.45,1880,650.83,29.94,223,63.02,36.98,3397,129,438213,276170.16,162042.84,Immediate Delivery,Yellow
28039,04:00.7,CONT-29038,SHIP-33038,Potato,Nashik,Ahmedabad,10.6,55.74,4.17,1953,539.15,30.99,228,40.08,59.92,820,149,122180,48975.07,73204.93,Immediate Delivery,Yellow
6804,08:00.7,CONT-7803,SHIP-11803,Banana,Nagpur,Lucknow,16.91,58.35,4.6,546,355.76,11.95,25,42.32,57.68,3394,147,498918,211145.65,287772.35,Immediate Delivery,Yellow
5360,09:00.7,CONT-6359,SHIP-10359,Tomato,Nashik,Mumbai,19.29,62.55,4.79,428,307.93,6.97,200,45.79,54.21,2840,54,153360,70225,83135,Immediate Delivery,Yellow
2910,05:00.7,CONT-3909,SHIP-7909,Banana,Bengaluru,Jaipur,9.42,66.87,5.17,1334,988.32,26.37,73,39.4,60.6,3913,165,645645,254413.79,391231.21,Continue,Green
14243,12:00.7,CONT-15242,SHIP-19242,Tomato,Nashik,Delhi,12.05,49.1,3.92,614,37.59,11.08,169,28.39,71.61,1063,54,57402,16295.01,41106.99,Continue,Green
11618,39:00.7,CONT-12617,SHIP-16617,Orange,Chennai,Mumbai,14.13,,4.88,1278,657.91,19.06,223,36.79,63.21,1470,85,124950,45966.08,78983.92,Continue,Green
19075,09:00.7,CONT-20074,SHIP-24074,Apple,Bengaluru,Lucknow,19.41,60.36,4.12,1006,358.5,15.07,78,50.01,49.99,1807,178,321646,160847.26,160798.74,Immediate Delivery,Yellow
3417,34:00.7,CONT-4416,SHIP-8416,Potato,Bengaluru,Lucknow,20.32,69.06,1.61,627,130.14,10.15,112,52.36,47.64,676,90,60840,31854.36,28985.64,Immediate Delivery,Yellow
21895,12:00.7,CONT-22894,SHIP-26894,Banana,Nagpur,Kolkata,21.47,53.79,4.71,2088,1447.01,30.68,218,60.87,39.13,1615,177,285855,173986.22,111868.78,Immediate Delivery,Yellow
19517,31:00.7,CONT-20516,SHIP-24516,Grapes,Nashik,Jaipur,18.79,63.87,3.61,1622,680.68,28.71,223,58.35,41.65,4679,69,322851,188369.8,134481.2,Immediate Delivery,Yellow
29006,31:00.7,CONT-30005,SHIP-34005,Avocado,Bengaluru,Kolkata,19.08,57.86,3.89,2084,1124.47,32.18,84,58.62,41.38,2058,66,135828,79617.97,56210.03,Immediate Delivery,Yellow
10064,09:00.7,CONT-11063,SHIP-15063,Avocado,Chennai,Lucknow,6.87,56.59,4.17,977,434.22,19.67,37,26.18,73.82,3772,78,294216,77036.33,217179.67,Continue,Green
14873,07:00.7,CONT-15872,SHIP-19872,Tomato,Pune,Lucknow,13.44,,3.93,271,189.74,4.5,84,27.63,72.37,2999,133,398867,110221.53,288645.47,Continue,Green
12597,10:00.7,CONT-13596,SHIP-17596,Grapes,Pune,Lucknow,20.1,63.93,4.04,1473,583.22,25.49,55,59.07,40.93,3321,101,335421,198126.22,137294.78,Immediate Delivery,Yellow
760,51:00.7,CONT-1759,SHIP-5759,Apple,Nashik,Jaipur,18.58,71.95,1.52,1470,1322.24,27.39,39,60.37,39.63,3853,169,651157,393089.96,258067.04,Immediate Delivery,Yellow
21415,10:00.7,CONT-22414,SHIP-26414,Mango,Hyderabad,Ahmedabad,17.48,74.77,6.73,574,373.57,11.98,153,50.06,49.94,3074,119,365806,183135.77,182670.23,Immediate Delivery,Yellow
13253,40:00.7,CONT-14252,SHIP-18252,Orange,Nagpur,Jaipur,20.39,66.05,2.37,1228,500.3,17.65,154,55.8,44.2,2450,153,374850,209165.01,165684.99,Immediate Delivery,Yellow
6900,40:00.7,CONT-7899,SHIP-11899,Grapes,Nashik,Delhi,22.82,49.97,4.34,1328,1087.65,26.95,152,59.8,40.2,4776,179,854904,511238.08,343665.92,Immediate Delivery,Yellow
1789,17:00.7,CONT-2788,SHIP-6788,Tomato,Nashik,Jaipur,17.6,68.76,6.89,1374,609.91,23.79,197,54.97,45.03,4632,65,301080,165505.24,135574.76,Immediate Delivery,Yellow
12144,29:00.7,CONT-13143,SHIP-17143,Grapes,Nagpur,Delhi,16.31,64.6,3.52,430,116.32,7.11,112,40.74,59.26,2881,97,279457,113840.24,165616.76,Immediate Delivery,Yellow
27826,16:00.7,CONT-28825,SHIP-32825,Grapes,Hyderabad,Delhi,16.53,82.09,5.75,932,525.85,18.9,34,55.23,44.77,4158,101,419958,231921.88,188036.12,Immediate Delivery,Yellow
25603,14:00.7,CONT-26602,SHIP-30602,Grapes,Hyderabad,Lucknow,15.8,91.89,3.57,1870,1366.97,30.45,33,64.63,35.37,4252,99,420948,272059.7,148888.3,Immediate Delivery,Yellow
27647,55:00.7,CONT-28646,SHIP-32646,Orange,Nagpur,Delhi,15.8,65.11,5.27,1593,672.89,27.24,96,51.99,48.01,4928,159,783552,407331.11,376220.89,Immediate Delivery,Yellow
18105,35:00.7,CONT-19104,SHIP-23104,Mango,Chennai,Kolkata,16.82,64.83,2.34,2087,579.33,42.67,137,63.17,36.83,3391,92,311972,197075.99,114896.01,Immediate Delivery,Yellow
1351,46:00.7,CONT-2350,SHIP-6350,Orange,Hyderabad,Ahmedabad,10.42,54.92,5.13,1818,139.62,26.05,179,36.45,63.55,1532,46,70472,25684.23,44787.77,Continue,Green
14921,08:00.7,CONT-15920,SHIP-19920,Avocado,Hyderabad,Lucknow,22.84,73.29,2.82,1629,524.98,24.13,119,67.47,32.53,3438,165,567270,382713.21,184556.79,Immediate Delivery,Yellow
12095,23:00.7,CONT-13094,SHIP-17094,Avocado,Nashik,Ahmedabad,15.65,70.19,5.32,430,102.06,6.39,141,41.2,58.8,1625,66,107250,44190.88,63059.12,Immediate Delivery,Yellow
10043,50:00.7,CONT-11042,SHIP-15042,Banana,Pune,Lucknow,21.76,76.42,4.22,254,187.94,5.28,42,55.26,44.74,2091,169,353379,195265.56,158113.44,Immediate Delivery,Yellow
11961,48:00.7,CONT-12960,SHIP-16960,Potato,Bengaluru,Lucknow,18.63,49.46,3.19,2343,617.46,37.24,101,57.39,42.61,3934,50,196700,112894.07,83805.93,Immediate Delivery,Yellow
8171,12:00.7,CONT-9170,SHIP-13170,Tomato,Hyderabad,Mumbai,13.15,64.43,5.14,739,425.26,10.96,83,36.65,63.35,4089,65,265785,97403.35,168381.65,Continue,Green
13954,36:00.7,CONT-14953,SHIP-18953,Potato,Nashik,Mumbai,17.78,47.21,3.39,2325,796.34,44.34,72,59.05,40.95,2046,140,286440,169143.91,117296.09,Immediate Delivery,Yellow
17497,58:00.7,CONT-18496,SHIP-22496,Banana,Nashik,Kolkata,23.14,55.87,5.58,378,48.96,6.8,94,50.7,49.3,4370,104,454480,230413.07,224066.93,Immediate Delivery,Yellow
9906,31:00.7,CONT-10905,SHIP-14905,Potato,Bengaluru,Kolkata,17.57,79.32,3.4,1788,1594.94,29.68,75,62.68,37.32,2883,174,501642,314405.3,187236.7,Immediate Delivery,Yellow
19958,12:00.7,CONT-20957,SHIP-24957,Apple,Chennai,Kolkata,17.05,74.45,2.98,224,137.1,4.69,235,44.7,55.3,1067,58,61886,27661.71,34224.29,Immediate Delivery,Yellow
13550,44:00.7,CONT-14549,SHIP-18549,Banana,Chennai,Kolkata,23.08,65.64,5.76,1928,1572.31,29.92,44,68.37,31.63,646,171,110466,75528.18,34937.82,Immediate Delivery,Yellow
12860,01:00.7,CONT-13859,SHIP-17859,Orange,Chennai,Ahmedabad,15.11,68.65,3.71,583,166.08,9.83,108,41.58,58.42,3027,116,351132,145993.21,205138.79,Immediate Delivery,Yellow
7887,23:00.7,CONT-8886,SHIP-12886,Mango,Nashik,Lucknow,10.54,57.69,2.73,1459,1094.05,29.65,172,39.94,60.06,3787,142,537754,214758.3,322995.7,Continue,Green
2362,29:00.7,CONT-3361,SHIP-7361,Mango,Bengaluru,Mumbai,22.03,53.21,3.09,2091,767.26,31.07,128,61.99,38.01,1622,73,118406,73400.49,45005.51,Immediate Delivery,Yellow
1403,06:00.7,CONT-2402,SHIP-6402,Avocado,Bengaluru,Ahmedabad,19.76,64.81,3.88,511,389.4,9,120,48.85,51.15,3538,96,339648,165918.98,173729.02,Immediate Delivery,Yellow
25453,20:00.7,CONT-26452,SHIP-30452,Banana,Pune,Jaipur,14.2,49.27,5.39,2479,143.76,49.42,27,55.76,44.24,4066,131,532646,296984.79,235661.21,Immediate Delivery,Yellow
17777,12:00.7,CONT-18776,SHIP-22776,Apple,Bengaluru,Delhi,22.99,80.41,4.84,2390,326.6,41.51,200,81.05,18.95,1008,78,78624,63727.62,14896.38,Reroute,Red
11074,53:00.7,CONT-12073,SHIP-16073,Mango,Nashik,Jaipur,22.06,66.89,3.13,1105,363.28,21.55,220,61.8,38.2,4902,168,823536,508913.41,314622.59,Immediate Delivery,Yellow
